Stock Name,Symbol,Sector,Industry Name,Exchange, ISIN NUMBER
Manba Finance Ltd.,MANBA,Finance,Finance - NBFC,NSE,INE939X01013
N.B.I. Industrial Finance Co. Ltd.,NBIFIN,Finance,Finance - NBFC,NSE,INE365I01020
Laxmi India Finance Ltd.,LAXMIINDIA,Finance,Finance - NBFC,NSE,INE06WU01026
The Investment Trust of India Ltd.,THEINVEST,Finance,Finance - NBFC,NSE,INE924D01017
SIL Investments Ltd.,SILINV,Finance,Finance - NBFC,NSE,INE923A01015
Consolidated Finvest & Holdings Ltd.,CONSOFINVT,Finance,Finance - NBFC,NSE,INE025A01027
Muthoot Capital Services Ltd.,MUTHOOTCAP,Finance,Finance - NBFC,NSE,INE296G01013
Nahar Capital And Financial Services Ltd.,NAHARCAP,Finance,Finance - NBFC,NSE,INE049I01012
Moneyboxx Finance Ltd.,MONEYBOXX,Finance,Finance - NBFC,NSE,INE296Q01012
Industrial Investment Trust Ltd.,IITL,Finance,Finance - NBFC,NSE,INE886A01014
Mangal Credit and Fincorp Ltd.,MANCREDIT,Finance,Finance - NBFC,NSE,INE545L01039
Starteck Finance Ltd.,STARTECK,Finance,Finance - NBFC,NSE,INE992I01013
Akme Fintrade (India) Ltd.,AFIL,Finance,Finance - NBFC,NSE,INE916Y01027
UY Fincorp Ltd.,UYFINCORP,Finance,Finance - NBFC,NSE,INE152C01025
Usha Financial Services Ltd.,USHAFIN,Finance,Finance - NBFC,NSE,INE0LS001014
Baid Finserv Ltd.,BAIDFIN,Finance,Finance - NBFC,NSE,INE020D01022
Coral India Finance & Housing Ltd.,CORALFINAC,Finance,Finance - NBFC,NSE,INE558D01021
IBL Finance Ltd.,IBLFL,Finance,Finance - NBFC,NSE,INE0O7401018
Ascom Leasing & Investments Ltd.,ASCOM,Finance,Finance - NBFC,NSE,INE08KD01015
Transwarranty Finance Ltd.,TFL,Finance,Finance - NBFC,NSE,INE804H01012
The Motor & General Finance Ltd.,MOTOGENFIN,Finance,Finance - NBFC,NSE,INE861B01023
DAR Credit & Capital Ltd.,DCCL,Finance,Finance - NBFC,NSE,INE04Q901010
Hybrid Financial Services Ltd.,HYBRIDFIN,Finance,Finance - NBFC,NSE,INE965B01022
ICDS Ltd.,ICDSLTD,Finance,Finance - NBFC,NSE,INE613B01010
HB Stockholdings Ltd.,HBSL,Finance,Finance - NBFC,NSE,INE550B01022
Lakshmi Finance & Industrial Corporation Ltd.,LFIC,Finance,Finance - NBFC,NSE,INE850E01012
Capital Trust Ltd.,CAPTRUST,Finance,Finance - NBFC,NSE,INE707C01018
Viji Finance Ltd.,VIJIFIN,Finance,Finance - NBFC,NSE,INE159N01027
Nagreeka Capital & Infrastructure Ltd.,NAGREEKCAP,Finance,Finance - NBFC,NSE,INE245I01016
Williamson Magor & Company Ltd.,WILLAMAGOR,Finance,Finance - NBFC,NSE,INE210A01017
TCI Finance Ltd.,TCIFINANCE,Finance,Finance - NBFC,NSE,INE911B01018
Gujarat Lease Financing Ltd.,GLFL,Finance,Finance - NBFC,NSE,INE540A01017
DCM Financial Services Ltd.,DCMFINSERV,Finance,Finance - NBFC,NSE,INE891B01012
Fusion Finance Ltd- Partly Paid-up Equity Shares (Rights Issue).,FUSIONPP,Finance,Finance - NBFC,NSE,IN9139R01028
Spandana Sphoorty Financial Ltd. - (Partly Paid-up Equity Shares (Rights Issue)),SSFLPP,Finance,Finance - NBFC,NSE,IN9572J01019
BSE Ltd.,BSE,Finance,Finance - Others,NSE,INE118H01025
Max Financial Services Ltd.,MFSL,Finance,Finance - Others,NSE,INE180A01020
Nuvama Wealth Management Ltd.,NUVAMA,Finance,Finance - Others,NSE,INE531F01023
Anand Rathi Wealth Ltd.,ANANDRATHI,Finance,Finance - Others,NSE,INE463V01026
Prudent Corporate Advisory Services Ltd.,PRUDENT,Finance,Finance - Others,NSE,INE00F201020
Centrum Capital Ltd.,CENTRUM,Finance,Finance - Others,NSE,INE660C01027
Aeroflex Enterprises Ltd.,AEROENTER,Finance,Finance - Others,NSE,INE065D01027
Delphi World Money Ltd.,DELPHIFX,Finance,Finance - Others,NSE,INE726L01019
Billionbrains Garage Ventures Ltd.,GROWW,Finance,Finance - Stock Broking,NSE,INE0HOQ01053
Multi Commodity Exchange Of India Ltd.,MCX,Finance,Finance - Stock Broking,NSE,INE745G01035
Motilal Oswal Financial Services Ltd.,MOTILALOFS,Finance,Finance - Stock Broking,NSE,INE338I01027
360 One Wam Ltd.,360ONE,Finance,Finance - Stock Broking,NSE,INE466L01038
Angel One Ltd.,ANGELONE,Finance,Finance - Stock Broking,NSE,INE732I01013
Choice International Ltd.,CHOICEIN,Finance,Finance - Stock Broking,NSE,INE102B01014
IIFL Capital Services Ltd.,IIFLCAPS,Finance,Finance - Stock Broking,NSE,INE489L01022
Anand Rathi Share & Stock Brokers Ltd.,ARSSBL,Finance,Finance - Stock Broking,NSE,INE549H01021
Share India Securities Ltd.,SHAREINDIA,Finance,Finance - Stock Broking,NSE,INE932X01026
Monarch Networth Capital Ltd.,MONARCH,Finance,Finance - Stock Broking,NSE,INE903D01011
Geojit Financial Services Ltd.,GEOJITFSL,Finance,Finance - Stock Broking,NSE,INE007B01023
SMC Global Securities Ltd.,SMCGLOBAL,Finance,Finance - Stock Broking,NSE,INE103C01036
Dolat Algotech Ltd.,DOLATALGO,Finance,Finance - Stock Broking,NSE,INE966A01022
5Paisa Capital Ltd.,5PAISA,Finance,Finance - Stock Broking,NSE,INE618L01018
Arihant Capital Markets Ltd.,ARIHANTCAP,Finance,Finance - Stock Broking,NSE,INE420B01036
Prime Securities Ltd.,PRIMESECU,Finance,Finance - Stock Broking,NSE,INE032B01021
Aditya Birla Money Ltd.,BIRLAMONEY,Finance,Finance - Stock Broking,NSE,INE865C01022
Emkay Global Financial Services Ltd.,EMKAY,Finance,Finance - Stock Broking,NSE,INE296H01011
Almondz Global Securities Ltd.,ALMONDZ,Finance,Finance - Stock Broking,NSE,INE326B01035
Alankit Ltd.,ALANKIT,Finance,Finance - Stock Broking,NSE,INE914E01040
Indbank Merchant Banking Services Ltd.,INDBANK,Finance,Finance - Stock Broking,NSE,INE841B01017
Steel City Securities Ltd.,STEELCITY,Finance,Finance - Stock Broking,NSE,INE395H01011
Inventure Growth & Securities Ltd.,INVENTURE,Finance,Finance - Stock Broking,NSE,INE878H01024
DB (International) Stock Brokers Ltd.,DBSTOCKBRO,Finance,Finance - Stock Broking,NSE,INE921B01025
BLB Ltd.,BLBLIMITED,Finance,Finance - Stock Broking,NSE,INE791A01024
GACM Technologies Ltd.,GATECH,Finance,Finance - Stock Broking,NSE,INE224E01028
Khandwala Securities Ltd.,KHANDSE,Finance,Finance - Stock Broking,NSE,INE060B01014
GACM Technologies Ltd. - (DVR),GATECHDVR,Finance,Finance - Stock Broking,NSE,INE224E01036
Indian Railway Finance Corporation Ltd.,IRFC,Finance,Finance Term Lending,NSE,INE053F01010
Power Finance Corporation Ltd.,PFC,Finance,Finance Term Lending,NSE,INE134E01011
REC Ltd.,RECLTD,Finance,Finance Term Lending,NSE,INE020B01018
IFCI Ltd.,IFCI,Finance,Finance Term Lending,NSE,INE039A01010
Tourism Finance Corporation Of India Ltd.,TFCILTD,Finance,Finance Term Lending,NSE,INE305A01023
Satin Creditcare Network Ltd.,SATIN,Finance,Finance Term Lending,NSE,INE836B01017
Finbud Financial Services Ltd.,FINBUD,Finance,Finance Term Lending,NSE,INE0EDU01014
TruCap Finance Ltd.,TRU,Finance,Finance Term Lending,NSE,INE615R01029
National Highways Infra Trust,NHIT,Finance,Finance Term Lending,NSE,#N/A
Vertis Infrastructure Trust,VERTIS,Finance,Finance Term Lending,NSE,#N/A
PB Fintech Ltd.,POLICYBZR,Information Technology,Fintech,NSE,INE417T01026
One97 Communications Ltd.,PAYTM,Information Technology,Fintech,NSE,INE982J01020
Pine Labs Ltd.,PINELABS,Information Technology,Fintech,NSE,INE15B701018
Infibeam Avenues Ltd.,INFIBEAM,Information Technology,Fintech,NSE,INE483S01020
Seshaasai Technologies Ltd.,STYL,Information Technology,Fintech,NSE,INE04VU01023
One Mobikwik Systems Ltd.,MOBIKWIK,Information Technology,Fintech,NSE,INE0HLU01028
RNFI Services Ltd.,RNFI,Information Technology,Fintech,NSE,INE0SA001017
MOS Utility Ltd.,MOS,Information Technology,Fintech,NSE,INE0N7S01028
Suvidhaa Infoserve Ltd.,SUVIDHAA,Information Technology,Fintech,NSE,INE018401013
Infibeam Avenues Ltd. - (Partly Paid-up Equity Shares (Rights Issue)),INFIBPP,Information Technology,Fintech,NSE,IN9483S01010
Metro Brands Ltd.,METROBRAND,Retailing,Footwear,NSE,INE317I01021
Bata India Ltd.,BATAINDIA,Retailing,Footwear,NSE,INE176A01028
Relaxo Footwears Ltd.,RELAXO,Retailing,Footwear,NSE,INE131B01039
Campus Activewear Ltd.,CAMPUS,Retailing,Footwear,NSE,INE278Y01022
Redtape Ltd.,REDTAPE,Retailing,Footwear,NSE,INE0LXT01019
Mirza International Ltd.,MIRZAINT,Retailing,Footwear,NSE,INE771A01026
Sreeleathers Ltd.,SREEL,Retailing,Footwear,NSE,INE099F01013
Liberty Shoes Ltd.,LIBERTSHOE,Retailing,Footwear,NSE,INE557B01019
Superhouse Ltd.,SUPERHOUSE,Retailing,Footwear,NSE,INE712B01010
KSR Footwear Ltd.,KSR,Retailing,Footwear,NSE,INE1SPP01016
Bharat Forge Ltd.,BHARATFORG,Automobile & Ancillaries,Forgings,NSE,INE465A01025
Happy Forgings Ltd.,HAPPYFORGE,Automobile & Ancillaries,Forgings,NSE,INE330T01021
Ramkrishna Forgings Ltd.,RKFORGE,Automobile & Ancillaries,Forgings,NSE,INE399G01023
Balu Forge Industries Ltd.,BALUFORGE,Automobile & Ancillaries,Forgings,NSE,INE011E01029
MM Forgings Ltd.,MMFL,Automobile & Ancillaries,Forgings,NSE,INE227C01017
Tirupati Forge Ltd.,TIRUPATIFL,Automobile & Ancillaries,Forgings,NSE,INE319Y01024
Kalyani Forge Ltd.,KALYANIFRG,Automobile & Ancillaries,Forgings,NSE,INE314G01014
Hilton Metal Forging Ltd.,HILTON,Automobile & Ancillaries,Forgings,NSE,INE788H01017
Forge Auto International Ltd.,FORGEAUTO,Automobile & Ancillaries,Forgings,NSE,INE0YKW01013
Pattech Fitwell Tube Components Ltd.,PATTECH,Automobile & Ancillaries,Forgings,NSE,INE0NZW01014
Paramount Speciality Forgings Ltd.,PSFL,Automobile & Ancillaries,Forgings,NSE,INE0Q6001012
Ganga Forging Ltd.,GANGAFORGE,Automobile & Ancillaries,Forgings,NSE,INE691Z01023
Metalyst Forgings Ltd.,METALFORGE,Automobile & Ancillaries,Forgings,NSE,INE425A01011
GAIL (India) Ltd.,GAIL,Gas Transmission,Gas Transmission/Marketing,NSE,INE129A01019
Adani Total Gas Ltd.,ATGL,Gas Transmission,Gas Transmission/Marketing,NSE,INE399L01023
Indraprastha Gas Ltd.,IGL,Gas Transmission,Gas Transmission/Marketing,NSE,INE203G01027
Gujarat Gas Ltd.,GUJGASLTD,Gas Transmission,Gas Transmission/Marketing,NSE,INE844O01030
Gujarat State Petronet Ltd.,GSPL,Gas Transmission,Gas Transmission/Marketing,NSE,INE246F01010
Mahanagar Gas Ltd.,MGL,Gas Transmission,Gas Transmission/Marketing,NSE,INE002S01010
Asahi India Glass Ltd.,ASAHIINDIA,Construction Materials,Glass,NSE,INE439A01020
Emmvee Photovoltaic Power Ltd.,EMMVEE,Construction Materials,Glass,NSE,INE1C6T01020
Borosil Renewables Ltd.,BORORENEW,Construction Materials,Glass,NSE,INE666D01022
La Opala RG Ltd.,LAOPALA,Construction Materials,Glass,NSE,INE059D01020
Borosil Scientific Ltd.,BOROSCI,Construction Materials,Glass,NSE,INE02L001032
Sejal Glass Ltd.,SEJALLTD,Construction Materials,Glass,NSE,INE955I01044
Agarwal Toughened Glass India Ltd.,AGARWALTUF,Construction Materials,Glass,NSE,INE0P8X01016
Banaras Beads Ltd.,BANARBEADS,Construction Materials,Glass,NSE,INE655B01011
Max Healthcare Institute Ltd.,MAXHEALTH,Healthcare,Hospital & Healthcare Services,NSE,INE027H01010
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Healthcare,Hospital & Healthcare Services,NSE,INE437A01024
Fortis Healthcare Ltd.,FORTIS,Healthcare,Hospital & Healthcare Services,NSE,INE061F01013
Narayana Hrudayalaya Ltd.,NH,Healthcare,Hospital & Healthcare Services,NSE,INE410P01011
Vijaya Diagnostic Centre Ltd.,VIJAYA,Healthcare,Hospital & Healthcare Services,NSE,INE043W01024
Aster DM Healthcare Ltd.,ASTERDM,Healthcare,Hospital & Healthcare Services,NSE,INE914M01019
Global Health Ltd.,MEDANTA,Healthcare,Hospital & Healthcare Services,NSE,INE474Q01031
Krishna Institute of Medical Sciences Ltd,KIMS,Healthcare,Hospital & Healthcare Services,NSE,INE967H01025
Dr. Lal Pathlabs Ltd.,LALPATHLAB,Healthcare,Hospital & Healthcare Services,NSE,INE600L01024
Dr. Agarwal's Health Care Ltd.,AGARWALEYE,Healthcare,Hospital & Healthcare Services,NSE,INE943P01029
Rainbow Children's Medicare Ltd.,RAINBOW,Healthcare,Hospital & Healthcare Services,NSE,INE961O01016
Metropolis Healthcare Ltd.,METROPOLIS,Healthcare,Hospital & Healthcare Services,NSE,INE112L01020
Healthcare Global Enterprises Ltd.,HCG,Healthcare,Hospital & Healthcare Services,NSE,INE075I01017
Jupiter Life Line Hospitals Ltd.,JLHL,Healthcare,Hospital & Healthcare Services,NSE,INE682M01012
Thyrocare Technologies Ltd.,THYROCARE,Healthcare,Hospital & Healthcare Services,NSE,INE594H01019
Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH,Healthcare,Hospital & Healthcare Services,NSE,INE0JO301016
Park Medi World Ltd.,PARKHOSPS,Healthcare,Hospital & Healthcare Services,NSE,INE119201023
Nephrocare Health Services Ltd.,NEPHROPLUS,Healthcare,Hospital & Healthcare Services,NSE,INE428V01029
Artemis Medicare Services Ltd.,ARTEMISMED,Healthcare,Hospital & Healthcare Services,NSE,INE025R01021
Indraprastha Medical Corporation Ltd.,INDRAMEDCO,Healthcare,Hospital & Healthcare Services,NSE,INE681B01017
Vimta Labs Ltd.,VIMTALABS,Healthcare,Hospital & Healthcare Services,NSE,INE579C01029
Krsnaa Diagnostics Ltd.,KRSNAA,Healthcare,Hospital & Healthcare Services,NSE,INE08LI01020
Shalby Ltd.,SHALBY,Healthcare,Hospital & Healthcare Services,NSE,INE597J01018
Suraksha Diagnostic Ltd.,SURAKSHA,Healthcare,Hospital & Healthcare Services,NSE,INE877V01027
GPT Healthcare Ltd.,GPTHEALTH,Healthcare,Hospital & Healthcare Services,NSE,INE486R01017
Chandan Healthcare Ltd.,CHANDAN,Healthcare,Hospital & Healthcare Services,NSE,INE0B2N01016
Kaya Ltd.,KAYA,Healthcare,Hospital & Healthcare Services,NSE,INE587G01015
Unihealth Hospitals Ltd.,UNIHEALTH,Healthcare,Hospital & Healthcare Services,NSE,INE0PRF01011
Vaidya Sane Ayurved Laboratories Ltd.,MADHAVBAUG,Healthcare,Hospital & Healthcare Services,NSE,INE0JR301013
Lotus Eye Hospital And Institute Ltd.,LOTUSEYE,Healthcare,Hospital & Healthcare Services,NSE,INE947I01017
Nephro Care India Ltd.,NEPHROCARE,Healthcare,Hospital & Healthcare Services,NSE,INE0SUN01013
Maitreya Medicare Ltd.,MAITREYA,Healthcare,Hospital & Healthcare Services,NSE,INE0PLQ01011
Invicta Diagnostic Ltd.,INVICTA,Healthcare,Hospital & Healthcare Services,NSE,INE0XJ501010
Sangani Hospitals Ltd.,SANGANI,Healthcare,Hospital & Healthcare Services,NSE,INE0OVI01010
Aatmaj Healthcare Ltd.,AATMAJ,Healthcare,Hospital & Healthcare Services,NSE,INE0OB201016
Nidan Laboratories And Healthcare Ltd.,NIDAN,Healthcare,Hospital & Healthcare Services,NSE,INE0J6L01013
The Indian Hotels Company Ltd.,INDHOTEL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE053A01029
ITC Hotels Ltd.,ITCHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE379A01028
EIH Ltd.,EIHOTEL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE230A01023
Chalet Hotels Ltd.,CHALET,Hospitality,"Hotel, Resort & Restaurants",NSE,INE427F01016
Ventive Hospitality Ltd.,VENTIVE,Hospitality,"Hotel, Resort & Restaurants",NSE,INE781S01027
Leela Palaces Hotels & Resorts Ltd.,THELEELA,Hospitality,"Hotel, Resort & Restaurants",NSE,INE0AQ201015
Lemon Tree Hotels Ltd.,LEMONTREE,Hospitality,"Hotel, Resort & Restaurants",NSE,INE970X01018
Mahindra Holidays & Resorts India Ltd.,MHRIL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE998I01010
Juniper Hotels Ltd.,JUNIPER,Hospitality,"Hotel, Resort & Restaurants",NSE,INE696F01016
India Tourism Development Corporation Ltd.,ITDC,Hospitality,"Hotel, Resort & Restaurants",NSE,INE353K01014
Samhi Hotels Ltd.,SAMHI,Hospitality,"Hotel, Resort & Restaurants",NSE,INE08U801020
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE988S01028
Taj GVK Hotels & Resorts Ltd.,TAJGVK,Hospitality,"Hotel, Resort & Restaurants",NSE,INE586B01026
Brigade Hotel Ventures Ltd.,BRIGHOTEL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE03NU01014
EIH Associated Hotels Ltd.,EIHAHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE276C01014
Oriental Hotels Ltd.,ORIENTHOT,Hospitality,"Hotel, Resort & Restaurants",NSE,INE750A01020
Advent Hotels International Ltd.,ADVENTHTL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE28GN01010
Royal Orchid Hotels Ltd.,ROHLTD,Hospitality,"Hotel, Resort & Restaurants",NSE,INE283H01019
Viceroy Hotels Ltd.,VHLTD,Hospitality,"Hotel, Resort & Restaurants",NSE,INE048C01025
Kamat Hotels (India) Ltd.,KAMATHOTEL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE967C01018
HLV Ltd.,HLVLTD,Hospitality,"Hotel, Resort & Restaurants",NSE,INE102A01024
Asian Hotels (North) Ltd.,ASIANHOTNR,Hospitality,"Hotel, Resort & Restaurants",NSE,INE363A01022
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,Hospitality,"Hotel, Resort & Restaurants",NSE,INE199C01026
Sinclairs Hotels Ltd.,SINCLAIR,Hospitality,"Hotel, Resort & Restaurants",NSE,INE985A01022
Grand Continent Hotels Ltd.,GCHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE12E301017
Suba Hotels Ltd.,SUBAHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE0RYR01018
Apollo Sindoori Hotels Ltd.,APOLSINHOT,Hospitality,"Hotel, Resort & Restaurants",NSE,INE451F01024
Robust Hotels Ltd.,RHL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE508K01013
The Byke Hospitality Ltd.,BYKE,Hospitality,"Hotel, Resort & Restaurants",NSE,INE319B01014
Country Club Hospitality & Holidays Ltd.,CCHHL,Hospitality,"Hotel, Resort & Restaurants",NSE,INE652F01027
Asian Hotels (East) Ltd.,AHLEAST,Hospitality,"Hotel, Resort & Restaurants",NSE,INE926K01017
GIR Natureview Resorts Ltd.,GIRRESORTS,Hospitality,"Hotel, Resort & Restaurants",NSE,#N/A
Saj Hotels Ltd.,SAJHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE00MT01022
Blue Coast Hotels Ltd.,BLUECOAST,Hospitality,"Hotel, Resort & Restaurants",NSE,INE472B01011
TGB Banquets And Hotels Ltd.,TGBHOTELS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE797H01018
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,Hospitality,"Hotel, Resort & Restaurants",NSE,INE293B01029
Univa Foods Ltd.,UNIVAFOODS,Hospitality,"Hotel, Resort & Restaurants",NSE,INE275F01019
Hindustan Unilever Ltd.,HINDUNILVR,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE030A01027
Godrej Consumer Products Ltd.,GODREJCP,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE102D01028
Dabur India Ltd.,DABUR,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE016A01026
Colgate-Palmolive (India) Ltd.,COLPAL,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE259A01022
Procter & Gamble Hygiene and Health Care Ltd.,PGHH,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE179A01014
Gillette India Ltd.,GILLETTE,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE322A01010
Emami Ltd.,EMAMILTD,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE548C01032
Cupid Ltd.,CUPID,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE509F01029
Safari Industries (India) Ltd.,SAFARI,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE429E01023
Jyothy Labs Ltd.,JYOTHYLAB,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE668F01031
Galaxy Surfactants Ltd.,GALAXYSURF,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE600K01018
Sheela Foam Ltd.,SFL,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE916U01025
Wakefit Innovations Ltd.,WAKEFIT,Fast Moving Consumer Goods,Household & Personal Products,NSE,INE0E7301029
